,Year,Month,Avr.ID,Avrakning,Medlemsnummer,Avr.Omr,Avrakningsomrade,Verknummer, ,Typ av framforande inom avrakningsomradet,Land,Roll,Andel%,Belopp,Avtalsnummer,Avtalsnamn,Filmnummer,Filmtitel,Episodtitel,Rattighet,Antal Spelningar
109,2018,June,1197,Juniutbetalning 2018,5033743,13,Kommersiell tv,27208757,203,TV3,SVERIGE,CA,"11,12",3.0,,,846363.0,LYXFÄLLAN,1901,PR,
110,2018,June,1197,Juniutbetalning 2018,5033743,13,Kommersiell tv,27208757,203,TV3,SVERIGE,CA,"11,12",1.89,,,863710.0,PARNEVIKS,,PR,
111,2018,June,1197,Juniutbetalning 2018,5033743,13,Kommersiell tv,27208757,204,TV4,SVERIGE,CA,"11,12",62.26,,,904616.0,IDOL 2017,,PR,
112,2018,June,1197,Juniutbetalning 2018,5033743,13,Kommersiell tv,27208757,206,KANAL 5,SVERIGE,CA,"11,12",3.92,,,874381.0,ETT JOBB FÖR BERG,,PR,
113,2018,June,1197,Juniutbetalning 2018,5033743,13,Kommersiell tv,27208757,206,KANAL 5,SVERIGE,CA,"11,12",9.6,,,874383.0,ETT JOBB FÖR BERG,,PR,
114,2018,June,1197,Juniutbetalning 2018,5033743,13,Kommersiell tv,27208757,206,KANAL 5,SVERIGE,CA,"11,12",3.38,,,874674.0,TUNNELBANAN,,PR,
115,2018,June,1197,Juniutbetalning 2018,5033743,13,Kommersiell tv,27208757,206,KANAL 5,SVERIGE,CA,"11,12",4.15,,,876507.0,WAHLGRENS VÄRLD,,PR,
116,2018,June,1197,Juniutbetalning 2018,5033743,13,Kommersiell tv,27208757,206,KANAL 5,SVERIGE,CA,"11,12",10.55,,,900221.0,WAHLGRENS VÄRLD,,PR,
117,2018,June,1197,Juniutbetalning 2018,5033743,13,Kommersiell tv,27208757,214,SJUAN,SVERIGE,CA,"11,12",3.12,,,841217.0,DIY SOS: THE BIG BUILD,HOPESAY,PR,
118,2018,June,1197,Juniutbetalning 2018,5033743,13,Kommersiell tv,27208757,231,KANAL 11,SVERIGE,CA,"11,12",0.7,,,868882.0,EX ON THE BEACH SVERIGE,,PR,
119,2018,June,1197,Juniutbetalning 2018,5033743,13,Kommersiell tv,27208757,231,KANAL 11,SVERIGE,CA,"11,12",1.74,,,876507.0,WAHLGRENS VÄRLD,,PR,
120,2018,June,1197,Juniutbetalning 2018,5033743,13,Kommersiell tv,27208757,TV011,SVT1 BAKGRUND,SVERIGE,CA,"11,12",0.21,,,,,,PR,
121,2018,June,1197,Juniutbetalning 2018,5033743,13,Kommersiell tv,27208757,TV511,SVT1 SKIVA,SVERIGE,CA,"11,12",2.14,,,,,,PR,
122,2018,June,1197,Juniutbetalning 2018,5033743,13,Kommersiell tv,27208757,TVUR021,SVT1 VISUELLT,SVERIGE,CA,"11,12",0.42,,,,,,PR,
123,2018,June,1197,Juniutbetalning 2018,5033743,13,Kommersiell tv,27208757,TVUR201,SVT1,SVERIGE,CA,"11,12",0.04,,,883504.0,SKAVLAN,VÅR 2017,PR,
124,2018,June,1197,Juniutbetalning 2018,5033743,13,Kommersiell tv,27208757,TVUR201,SVT1,SVERIGE,CA,"11,12",0.02,,,885301.0,BILLET TIL KÆRLIGHED,,PR,
125,2018,June,1197,Juniutbetalning 2018,5033743,13,Kommersiell tv,27208757,TVUR512,SVT2 SKIVA,SVERIGE,CA,"11,12",0.25,,,,,,PR,
126,2018,June,1197,Juniutbetalning 2018,5033743,13,Kommersiell tv,32535896,TV511,SVT1 SKIVA,SVERIGE,CA,"12,5",0.15,,,,,,PR,
127,2018,June,1197,Juniutbetalning 2018,5033743,13,Kommersiell tv,35175987,TV511,SVT1 SKIVA,SVERIGE,CA,"25,0",0.54,,,,,,PR,
128,2018,June,1197,Juniutbetalning 2018,5033743,13,Kommersiell tv,35175994,TVUR201,SVT1,SVERIGE,CA,"10,0",0.21,,,894086.0,P3 GULDGALAN 2017,,PR,
129,2018,June,1197,Juniutbetalning 2018,5033743,13,Kommersiell tv,35598261,TV011,SVT1 BAKGRUND,SVERIGE,CA,"18,8",0.24,,,,,,PR,
130,2018,June,1197,Juniutbetalning 2018,5033743,13,Kommersiell tv,39124693,341,TV4 BAKGRUND,SVERIGE,CA,"11,67",62.24,,,,,,PR,
131,2018,June,1197,Juniutbetalning 2018,5033743,14,Närradio,27208757,N1041,P4 LOKAL,SVERIGE,CA,"11,12",33.13,,,,,,PR,
132,2018,June,1197,Juniutbetalning 2018,5033743,14,Närradio,27208757,N553,P5 STOCKHOLM,SVERIGE,CA,"11,12",0.41,,,,,,PR,
133,2018,June,1197,Juniutbetalning 2018,5033743,14,Närradio,35175987,N1041,P4 LOKAL,SVERIGE,CA,"25,0",1.83,,,,,,PR,
134,2018,June,1197,Juniutbetalning 2018,5033743,14,Närradio,35598261,N553,P5 STOCKHOLM,SVERIGE,CA,"18,8",0.37,,,,,,PR,
135,2018,June,1197,Juniutbetalning 2018,5033743,16,Online/nya medier med rapport,27208757,2003,P3 STAR,SVERIGE,CA,"11,12",63.73,,,,,,PR,109.0
136,2018,June,1197,Juniutbetalning 2018,5033743,16,Online/nya medier med rapport,27208757,2021,SR BARNWEBB,SVERIGE,CA,"11,12",0.9,,,,,,PR,2.0
137,2018,June,1197,Juniutbetalning 2018,5033743,16,Online/nya medier med rapport,27208757,2034,SVT PLAY,SVERIGE,CA,"10,94",71.01,,,,,,PR,732.0
138,2018,June,1197,Juniutbetalning 2018,5033743,16,Online/nya medier med rapport,27208757,3003,P3 STAR,SVERIGE,CA,"0,73",2.18,,,,,,MR,109.0
139,2018,June,1197,Juniutbetalning 2018,5033743,16,Online/nya medier med rapport,27208757,3021,SR BARNWEBB,SVERIGE,CA,"0,73",0.03,,,,,,MR,2.0
140,2018,June,1197,Juniutbetalning 2018,5033743,16,Online/nya medier med rapport,27208757,3077,SPOTIFY BUSINESS SE MECH,SVERIGE,CA,"0,73",2.52,,,,,,MR,16359.0
141,2018,June,1197,Juniutbetalning 2018,5033743,16,Online/nya medier med rapport,27208757,OMR801P,MEGAPOL PERF,SVERIGE,CA,"11,12",10.8,,,,,,PR,3024.0
142,2018,June,1197,Juniutbetalning 2018,5033743,16,Online/nya medier med rapport,27208757,OMR808P,NRJ PERF,SVERIGE,CA,"11,12",7.92,,,,,,PR,4378.0
143,2018,June,1197,Juniutbetalning 2018,5033743,16,Online/nya medier med rapport,32535896,2034,SVT PLAY,SVERIGE,CA,"12,5",4.38,,,,,,PR,93.0
144,2018,June,1197,Juniutbetalning 2018,5033743,16,Online/nya medier med rapport,37711023,3077,SPOTIFY BUSINESS SE MECH,SVERIGE,CA,"35,0",3.6,,,,,,MR,489.0
145,2018,June,1197,Juniutbetalning 2018,5033743,17,Privatkopieringsersättning,31495330,PKE305,PKE Nedladdning Musik,SVERIGE,CA,"0,59",0.01,,,,,,MR,
146,2018,June,1197,Juniutbetalning 2018,5033743,17,Privatkopieringsersättning,31495330,PKE305,PKE Nedladdning Musik,SVERIGE,CA,"0,59",0.03,,,,,,MR,
147,2018,June,1197,Juniutbetalning 2018,5033743,17,Privatkopieringsersättning,37711023,P306,PKE STRÖMMAD MUSIKTJÄNST (OFFLINE,SVERIGE,CA,"35,0",3.35,,,,,,MR,
148,2018,June,1197,Juniutbetalning 2018,5033743,17,Privatkopieringsersättning,37711023,PKE305,PKE Nedladdning Musik,SVERIGE,CA,"35,0",4.37,,,,,,MR,
149,2018,June,1197,Juniutbetalning 2018,5033743,17,Privatkopieringsersättning,37711023,PKE305,PKE Nedladdning Musik,SVERIGE,CA,"35,0",7.95,,,,,,MR,
150,2018,June,1197,Juniutbetalning 2018,5033743,19,Online/nya medier utan rapport,27208757,0305,iTunes Downloads,SVERIGE,CA,"10,94",1.85,,,,,,PR,
151,2018,June,1197,Juniutbetalning 2018,5033743,19,Online/nya medier utan rapport,27208757,0305,iTunes Downloads,SVERIGE,CA,"10,94",0.73,,,,,,PR,
152,2018,June,1197,Juniutbetalning 2018,5033743,19,Online/nya medier utan rapport,27208757,O300,SPOTIFY PERF,SVERIGE,CA,"10,94",3.58,,,,,,PR,
153,2018,June,1197,Juniutbetalning 2018,5033743,19,Online/nya medier utan rapport,31495330,0305,iTunes Downloads,SVERIGE,CA,"8,9",0.01,,,,,,PR,
154,2018,June,1197,Juniutbetalning 2018,5033743,19,Online/nya medier utan rapport,31495330,O300,SPOTIFY PERF,SVERIGE,CA,"8,9",0.04,,,,,,PR,
155,2018,June,1197,Juniutbetalning 2018,5033743,19,Online/nya medier utan rapport,35175994,0305,iTunes Downloads,SVERIGE,CA,"10,0",0.03,,,,,,PR,
156,2018,June,1197,Juniutbetalning 2018,5033743,19,Online/nya medier utan rapport,35598261,0305,iTunes Downloads,SVERIGE,CA,"18,8",0.04,,,,,,PR,
157,2018,June,1197,Juniutbetalning 2018,5033743,19,Online/nya medier utan rapport,35598261,O300,SPOTIFY PERF,SVERIGE,CA,"18,8",0.35,,,,,,PR,
158,2018,June,1197,Juniutbetalning 2018,5033743,19,Online/nya medier utan rapport,37711023,0305,iTunes Downloads,SVERIGE,CA,"35,0",0.35,,,,,,PR,
159,2018,June,1197,Juniutbetalning 2018,5033743,19,Online/nya medier utan rapport,37711023,0305,iTunes Downloads,SVERIGE,CA,"35,0",0.53,,,,,,PR,
160,2018,June,1197,Juniutbetalning 2018,5033743,19,Online/nya medier utan rapport,37711023,305M,iTunes Downloads MEK,SVERIGE,CA,"35,0",0.83,,,,,,MR,
161,2018,June,1197,Juniutbetalning 2018,5033743,19,Online/nya medier utan rapport,37711023,305M,iTunes Downloads MEK,SVERIGE,CA,"35,0",1.25,,,,,,MR,
162,2018,June,1197,Juniutbetalning 2018,5033743,19,Online/nya medier utan rapport,37711023,O2077M,SPOTIFY BUSINESS MEK,SVERIGE,CA,"35,0",0.02,,,,,,MR,
163,2018,June,1197,Juniutbetalning 2018,5033743,19,Online/nya medier utan rapport,37711023,O300,SPOTIFY PERF,SVERIGE,CA,"35,0",2.23,,,,,,PR,
164,2018,June,1197,Juniutbetalning 2018,5033743,19,Online/nya medier utan rapport,37711023,O300M,SPOTIFY MEK,SVERIGE,CA,"35,0",1.19,,,,,,MR,
165,2018,June,1197,Juniutbetalning 2018,5033743,19,Online/nya medier utan rapport,39124693,O300,SPOTIFY PERF,SVERIGE,CA,"11,67",0.43,,,,,,PR,
166,2018,June,1197,Juniutbetalning 2018,5033743,20,Utland,27208757,8000,DISCO,FRANKRIKE,CA,"10,93",4858.01,,,,,,PR,
167,2018,June,1197,Juniutbetalning 2018,5033743,20,Utland,27208757,8017,ÖVRIGT,KANADA,CA,"10,93",1316.44,,,,,,PR,
168,2018,June,1197,Juniutbetalning 2018,5033743,20,Utland,27208757,8017,ÖVRIGT,FRANKRIKE,CA,"10,93",10.89,,,,,,PR,
169,2018,June,1197,Juniutbetalning 2018,5033743,20,Utland,27208757,8017,ÖVRIGT,LIBANON,CA,"10,93",209.0,,,,,,PR,
170,2018,June,1197,Juniutbetalning 2018,5033743,20,Utland,27208757,8025,ALLMÄN,KANADA,CA,"10,93",159.13,,,,,,PR,
171,2018,June,1197,Juniutbetalning 2018,5033743,20,Utland,27208757,8025,ALLMÄN,FRANKRIKE,CA,"10,93",670.51,,,,,,PR,
172,2018,June,1197,Juniutbetalning 2018,5033743,20,Utland,27208757,8025,ALLMÄN,ST LUCIA,CA,"10,94",11.47,,,,,,PR,
173,2018,June,1197,Juniutbetalning 2018,5033743,20,Utland,27208757,8025,ALLMÄN,SERBIEN,CA,"10,93",9.96,,,,,,PR,
174,2018,June,1197,Juniutbetalning 2018,5033743,20,Utland,27208757,8028,INTERNET RADIO,FRANKRIKE,CA,"10,93",0.27,,,,,,PR,
175,2018,June,1197,Juniutbetalning 2018,5033743,20,Utland,27208757,8028,INTERNET RADIO,LUXEMBURG,CA,"10,93",0.71,,,,,,PR,
176,2018,June,1197,Juniutbetalning 2018,5033743,20,Utland,27208757,8037,RADIO,KANADA,CA,"10,93",143.89,,,,,,PR,
177,2018,June,1197,Juniutbetalning 2018,5033743,20,Utland,27208757,8037,RADIO,SCHWEIZ,CA,"10,93",292.43,,,,,,PR,
178,2018,June,1197,Juniutbetalning 2018,5033743,20,Utland,27208757,8037,RADIO,FRANKRIKE,CA,"10,93",2518.58,,,,,,PR,
179,2018,June,1197,Juniutbetalning 2018,5033743,20,Utland,27208757,8037,RADIO,ST LUCIA,CA,"10,94",24.96,,,,,,PR,
180,2018,June,1197,Juniutbetalning 2018,5033743,20,Utland,27208757,8037,RADIO,SERBIEN,CA,"10,93",253.12,,,,,,PR,
181,2018,June,1197,Juniutbetalning 2018,5033743,20,Utland,27208757,8037,RADIO,USA,CA,"10,94",533.63,,,,,,PR,
182,2018,June,1197,Juniutbetalning 2018,5033743,20,Utland,27208757,8038,TV,KANADA,CA,"10,93",9.49,,,,,,PR,
183,2018,June,1197,Juniutbetalning 2018,5033743,20,Utland,27208757,8038,TV,SCHWEIZ,CA,"10,93",27.72,,,,,,PR,
184,2018,June,1197,Juniutbetalning 2018,5033743,20,Utland,27208757,8038,TV,FRANKRIKE,CA,"10,93",3449.93,,,,,,PR,
185,2018,June,1197,Juniutbetalning 2018,5033743,20,Utland,27208757,8038,TV,ST LUCIA,CA,"10,94",0.03,,,,,,PR,
186,2018,June,1197,Juniutbetalning 2018,5033743,20,Utland,27208757,8038,TV,SERBIEN,CA,"10,93",58.64,,,,,,PR,
187,2018,June,1197,Juniutbetalning 2018,5033743,20,Utland,27208757,8038,TV,USA,CA,"10,94",493.41,,,,,,PR,
188,2018,June,1197,Juniutbetalning 2018,5033743,20,Utland,31495330,8038,TV,FRANKRIKE,CA,"8,75",146.25,,,,,,PR,
189,2018,June,1197,Juniutbetalning 2018,5033743,20,Utland,34800048,8038,TV,NORGE,CA,"9,37",19.95,,,,,,PR,
190,2018,June,1197,Juniutbetalning 2018,5033743,20,Utland,37711023,8037,RADIO,NORGE,CA,"35,0",255.33,,,,,,PR,
191,2018,June,1197,Juniutbetalning 2018,5033743,96,Utland Online,27208757,8001,BAKGRUNDSMUSIK,FRANKRIKE,CA,"10,93",8282.15,,,,,,PR,
192,2018,June,1197,Juniutbetalning 2018,5033743,96,Utland Online,27208757,8001,BAKGRUNDSMUSIK,USA,CA,"10,94",188.65,,,,,,PR,
193,2018,June,1197,Juniutbetalning 2018,5033743,96,Utland Online,27208757,8021,DOWNLOAD,USA,CA,"10,94",6119.55,,,,,,PR,
194,2018,June,1197,Juniutbetalning 2018,5033743,96,Utland Online,27208757,8023,DOWNLOAD RINGTONES,FRANKRIKE,CA,"10,93",0.54,,,,,,PR,
195,2018,June,1197,Juniutbetalning 2018,5033743,96,Utland Online,27208757,8030,STREAMING NOT ON-DEMAND,FRANKRIKE,CA,"10,93",77.17,,,,,,PR,
196,2018,June,1197,Juniutbetalning 2018,5033743,96,Utland Online,27208757,8035,STREAMING ON DEMAND,SCHWEIZ,CA,"10,93",142.67,,,,,,PR,
197,2018,June,1197,Juniutbetalning 2018,5033743,96,Utland Online,27208757,8035,STREAMING ON DEMAND,HONGKONG,CA,"10,93",24.48,,,,,,PR,
198,2018,June,1197,Juniutbetalning 2018,5033743,96,Utland Online,35175987,8021,DOWNLOAD,USA,CA,"25,0",0.16,,,,,,PR,
199,2018,June,1197,Juniutbetalning 2018,5033743,96,Utland Online,35175994,8035,STREAMING ON DEMAND,BRASILIEN,CA,"10,0",0.04,,,,,,PR,
200,2018,June,1197,Juniutbetalning 2018,5033743,97,Korrigering Online,37693707,683,ONLINE UTFÖRANDE,ÖSTERRIKE,CA,"35,0",0.01,,,,,,PR,
201,2018,June,1197,Juniutbetalning 2018,5033743,97,Korrigering Online,37693707,683,ONLINE UTFÖRANDE,TYSKLAND,CA,"35,0",0.01,,,,,,PR,
202,2018,June,1197,Juniutbetalning 2018,5033743,97,Korrigering Online,37693707,683,ONLINE UTFÖRANDE,DANMARK,CA,"35,0",0.03,,,,,,PR,
203,2018,June,1197,Juniutbetalning 2018,5033743,97,Korrigering Online,37693707,683,ONLINE UTFÖRANDE,FINLAND,CA,"35,0",0.01,,,,,,PR,
204,2018,June,1197,Juniutbetalning 2018,5033743,97,Korrigering Online,37693707,683,ONLINE UTFÖRANDE,NORGE,CA,"35,0",0.53,,,,,,PR,
205,2018,June,1197,Juniutbetalning 2018,5033743,97,Korrigering Online,37693707,683,ONLINE UTFÖRANDE,SVERIGE,CA,"35,0",3.87,,,,,,PR,
206,2018,June,1197,Juniutbetalning 2018,5033743,97,Korrigering Online,37693707,684,ONLINE MEKANISK,DANMARK,CA,"35,0",0.01,,,,,,MR,
207,2018,June,1197,Juniutbetalning 2018,5033743,97,Korrigering Online,37693707,684,ONLINE MEKANISK,NORGE,CA,"35,0",0.23,,,,,,MR,
208,2018,June,1197,Juniutbetalning 2018,5033743,97,Korrigering Online,37693707,684,ONLINE MEKANISK,SVERIGE,CA,"35,0",1.66,,,,,,MR,
209,2018,June,1207,Juniutbetalning 2018 -Tillägg TV 2015-2016,5033743,13,Kommersiell tv,27208757,203,TV3,SVERIGE,CA,"11,12",0.68,,,846363.0,LYXFÄLLAN,1901,PR,
210,2018,June,1207,Juniutbetalning 2018 -Tillägg TV 2015-2016,5033743,13,Kommersiell tv,27208757,204,TV4,SVERIGE,CA,"11,12",1.22,,,857150.0,BONDE SÖKER FRU 10 ÅRS JUBILEU,,PR,
211,2018,June,1207,Juniutbetalning 2018 -Tillägg TV 2015-2016,5033743,13,Kommersiell tv,27208757,204,TV4,SVERIGE,CA,"11,12",0.57,,,868314.0,PÄRON I SOLEN,I 01,PR,
212,2018,June,1207,Juniutbetalning 2018 -Tillägg TV 2015-2016,5033743,13,Kommersiell tv,27208757,204,TV4,SVERIGE,CA,"11,12",8.18,,,868742.0,LET'S DANCE,1101,PR,
213,2018,June,1207,Juniutbetalning 2018 -Tillägg TV 2015-2016,5033743,13,Kommersiell tv,27208757,204,TV4,SVERIGE,CA,"11,12",0.32,,,868743.0,LET'S DANCE,1102,PR,
214,2018,June,1207,Juniutbetalning 2018 -Tillägg TV 2015-2016,5033743,13,Kommersiell tv,27208757,204,TV4,SVERIGE,CA,"11,12",2.76,,,868745.0,LET'S DANCE,1104,PR,
215,2018,June,1207,Juniutbetalning 2018 -Tillägg TV 2015-2016,5033743,13,Kommersiell tv,27208757,204,TV4,SVERIGE,CA,"11,12",9.48,,,869440.0,SVERIGES MÄSTERKOCK,,PR,
216,2018,June,1207,Juniutbetalning 2018 -Tillägg TV 2015-2016,5033743,13,Kommersiell tv,27208757,204,TV4,SVERIGE,CA,"11,12",1.35,,,869443.0,SVERIGES MÄSTERKOCK,,PR,
217,2018,June,1207,Juniutbetalning 2018 -Tillägg TV 2015-2016,5033743,13,Kommersiell tv,27208757,204,TV4,SVERIGE,CA,"11,12",1.3,,,869504.0,SVERIGES YNGSTA MÄSTERKOCK,,PR,
218,2018,June,1207,Juniutbetalning 2018 -Tillägg TV 2015-2016,5033743,13,Kommersiell tv,27208757,204,TV4,SVERIGE,CA,"11,12",0.72,,,878484.0,IDOL 2016,1224,PR,
219,2018,June,1207,Juniutbetalning 2018 -Tillägg TV 2015-2016,5033743,13,Kommersiell tv,27208757,204,TV4,SVERIGE,CA,"11,12",0.72,,,878724.0,SVERIGES BÄSTA,ARTIST,PR,
220,2018,June,1207,Juniutbetalning 2018 -Tillägg TV 2015-2016,5033743,13,Kommersiell tv,27208757,204,TV4,SVERIGE,CA,"11,12",1.38,,,880073.0,HOLBY CITY,FROM BOURNEMOUTH WITH LOVE,PR,
221,2018,June,1207,Juniutbetalning 2018 -Tillägg TV 2015-2016,5033743,13,Kommersiell tv,27208757,214,SJUAN,SVERIGE,CA,"11,12",0.27,,,868314.0,PÄRON I SOLEN,I 01,PR,
